tests/cp19/191.yaml,100.95,1.25,399.52,168772
tests/cp19/192.yaml,100.95,1.37,399.3,169416
tests/cp19/193.yaml,-1,-1,-1,-1
tests/cp19/194.yaml,-1,-1,-1,-1
tests/cp19/195.yaml,-1,-1,-1,-1
tests/cp19/196.yaml,-1,-1,-1,-1
tests/cp19/197.yaml,-1,-1,-1,-1
tests/cp19/198.yaml,-1,-1,-1,-1
tests/cp19/199.yaml,-1,-1,-1,-1
tests/cp19/2.yaml,36.39,0.72,141.73,165664
tests/cp19/20.yaml,2.87,0.75,8.37,161392
tests/cp19/200.yaml,-1,-1,-1,-1
tests/cp19/201.yaml,-1,-1,-1,-1
tests/cp19/202.yaml,-1,-1,-1,-1
tests/cp19/203.yaml,-1,-1,-1,-1
tests/cp19/204.yaml,-1,-1,-1,-1
tests/cp19/205.yaml,95.97,1.15,379.52,170220
tests/cp19/206.yaml,95.97,1.13,379.71,170224
tests/cp19/207.yaml,95.44,1.15,377.49,170388
tests/cp19/208.yaml,95.47,1.11,377.68,170456
tests/cp19/209.yaml,95.97,1.18,379.43,170228
tests/cp19/21.yaml,2.85,0.73,8.29,160936
tests/cp19/210.yaml,94.97,1.05,375.53,170776
tests/cp19/211.yaml,26.4,0.84,102.4,164148
tests/cp19/212.yaml,26.36,0.82,102.14,164388
tests/cp19/213.yaml,26.87,0.86,103.46,164564
tests/cp19/214.yaml,26.37,0.8,101.93,164568
tests/cp19/215.yaml,26.86,0.77,103.39,164432
tests/cp19/216.yaml,26.88,0.83,102.57,164320
tests/cp19/217.yaml,4.35,0.36,14.37,161384
tests/cp19/218.yaml,4.38,0.38,14.38,160976
tests/cp19/219.yaml,4.37,0.37,14.39,161468
tests/cp19/22.yaml,2.87,0.69,8.42,161252
tests/cp19/220.yaml,4.37,0.41,14.33,161460
tests/cp19/221.yaml,4.38,0.43,14.31,161276
tests/cp19/222.yaml,4.34,0.41,14.37,161312
tests/cp19/223.yaml,-1,-1,-1,-1
tests/cp19/224.yaml,-1,-1,-1,-1
tests/cp19/225.yaml,-1,-1,-1,-1
tests/cp19/226.yaml,-1,-1,-1,-1
tests/cp19/227.yaml,-1,-1,-1,-1
tests/cp19/228.yaml,-1,-1,-1,-1
tests/cp19/229.yaml,9.86,0.65,34.96,159908
tests/cp19/23.yaml,2.86,0.7,8.42,161224
tests/cp19/230.yaml,9.86,0.7,34.86,159612
tests/cp19/231.yaml,9.88,0.67,35.07,159524
tests/cp19/232.yaml,9.86,0.68,34.79,159668
tests/cp19/233.yaml,9.86,0.6,34.87,159944
tests/cp19/234.yaml,9.86,0.7,35.07,159848
tests/cp19/235.yaml,9.37,0.66,34.35,164852
tests/cp19/236.yaml,9.36,0.62,34.36,165084
tests/cp19/237.yaml,9.36,0.63,34.29,164444
tests/cp19/238.yaml,9.38,0.63,34.34,164500
tests/cp19/239.yaml,9.39,0.58,34.37,164448
tests/cp19/24.yaml,2.87,0.67,8.39,161072
tests/cp19/240.yaml,9.37,0.67,34.27,165020
tests/cp19/241.yaml,314.19,2.31,1249.01,182556
tests/cp19/242.yaml,315.67,2.39,1254.56,182616
tests/cp19/243.yaml,312.71,2.34,1243.23,183072
tests/cp19/244.yaml,317.2,2.31,1260.74,183988
tests/cp19/245.yaml,313.18,2.5,1245.01,182484
tests/cp19/246.yaml,314.21,2.29,1248.73,183880
tests/cp19/247.yaml,86.45,1.12,341.62,167304
tests/cp19/248.yaml,86.96,1.2,343.4,167120
tests/cp19/249.yaml,86.97,1.25,343.43,167100
tests/cp19/25.yaml,3.85,0.44,11.05,164820
tests/cp19/250.yaml,86.43,1.06,341.68,167220
tests/cp19/251.yaml,86.45,1.16,341.65,167308
tests/cp19/252.yaml,86.97,1.05,343.79,167208
tests/cp19/253.yaml,-1,-1,-1,-1
tests/cp19/254.yaml,-1,-1,-1,-1
tests/cp19/255.yaml,-1,-1,-1,-1
tests/cp19/256.yaml,-1,-1,-1,-1
tests/cp19/257.yaml,-1,-1,-1,-1
tests/cp19/258.yaml,-1,-1,-1,-1
tests/cp19/259.yaml,10.84,0.75,39.87,166088
tests/cp19/26.yaml,3.84,0.49,10.95,164476
tests/cp19/260.yaml,10.86,0.73,40.02,165764
tests/cp19/261.yaml,10.86,0.66,40.39,166108
tests/cp19/262.yaml,10.85,0.64,39.99,166092
tests/cp19/263.yaml,10.83,0.7,39.98,165916
tests/cp19/264.yaml,10.86,0.72,39.87,165936
tests/cp19/265.yaml,123.97,1.23,491.34,172424
tests/cp19/266.yaml,124.99,1.21,494.93,172304
tests/cp19/267.yaml,124.0,1.18,491.26,172232
tests/cp19/268.yaml,124.51,1.18,493.03,172164
tests/cp19/269.yaml,125.5,1.33,496.88,172244
tests/cp19/27.yaml,3.86,0.56,10.92,164672
tests/cp19/270.yaml,124.51,1.25,493.27,172300
tests/cp19/271.yaml,-1,-1,-1,-1
tests/cp19/272.yaml,-1,-1,-1,-1
tests/cp19/273.yaml,-1,-1,-1,-1
tests/cp19/274.yaml,-1,-1,-1,-1
tests/cp19/275.yaml,-1,-1,-1,-1
tests/cp19/276.yaml,-1,-1,-1,-1
tests/cp19/277.yaml,-1,-1,-1,-1
tests/cp19/278.yaml,-1,-1,-1,-1
tests/cp19/279.yaml,-1,-1,-1,-1
tests/cp19/28.yaml,3.87,0.49,11.02,164384
tests/cp19/280.yaml,-1,-1,-1,-1
tests/cp19/281.yaml,-1,-1,-1,-1
tests/cp19/282.yaml,-1,-1,-1,-1
tests/cp19/283.yaml,57.44,0.89,226.09,163888
tests/cp19/284.yaml,57.43,1.02,226.01,163512
tests/cp19/285.yaml,57.41,0.88,225.81,163568
tests/cp19/286.yaml,57.94,0.84,227.74,163832
tests/cp19/287.yaml,57.4,0.86,226.02,163960
tests/cp19/288.yaml,57.41,0.86,225.84,164064
tests/cp19/289.yaml,393.77,2.44,1565.94,185188
tests/cp19/29.yaml,3.84,0.54,10.93,164620
tests/cp19/290.yaml,-1,-1,-1,-1
tests/cp19/291.yaml,179.06,1.35,710.67,171508
tests/cp19/292.yaml,-1,-1,-1,-1
tests/cp19/293.yaml,-1,-1,-1,-1
tests/cp19/294.yaml,-1,-1,-1,-1
tests/cp19/295.yaml,9.86,0.68,34.74,159412
tests/cp19/296.yaml,9.83,0.69,34.85,159580
tests/cp19/297.yaml,9.37,0.67,34.6,159416
tests/cp19/298.yaml,9.88,0.66,34.79,159352
tests/cp19/299.yaml,9.37,0.64,34.64,159624
tests/cp19/3.yaml,36.88,0.74,142.77,165252
tests/cp19/30.yaml,3.87,0.57,10.93,164564
tests/cp19/300.yaml,9.84,0.67,35.06,159384
tests/cp19/301.yaml,63.92,0.78,251.68,165976
tests/cp19/302.yaml,63.4,0.85,249.87,166260
tests/cp19/303.yaml,63.42,0.81,249.99,166520
tests/cp19/304.yaml,63.43,0.71,249.88,166464
tests/cp19/305.yaml,63.94,0.82,251.89,166640
tests/cp19/306.yaml,63.93,0.83,251.7,166500
tests/cp19/307.yaml,-1,-1,-1,-1
tests/cp19/308.yaml,-1,-1,-1,-1
tests/cp19/309.yaml,-1,-1,-1,-1
tests/cp19/31.yaml,21.85,0.77,84.26,163888
tests/cp19/310.yaml,-1,-1,-1,-1
tests/cp19/311.yaml,-1,-1,-1,-1
tests/cp19/312.yaml,-1,-1,-1,-1
tests/cp19/313.yaml,118.98,1.07,470.93,168932
tests/cp19/314.yaml,118.98,1.06,471.18,167648
tests/cp19/315.yaml,119.0,1.01,471.31,168188
tests/cp19/316.yaml,119.49,1.07,472.88,168672
tests/cp19/317.yaml,-1,-1,-1,-1
tests/cp19/318.yaml,118.49,1.05,469.01,168436
tests/cp19/319.yaml,24.37,0.64,94.11,163696
tests/cp19/32.yaml,21.89,0.83,84.14,163564
tests/cp19/320.yaml,24.4,0.68,94.38,163972
tests/cp19/321.yaml,24.38,0.67,94.07,163744
tests/cp19/322.yaml,24.38,0.72,94.14,163692
tests/cp19/323.yaml,24.38,0.73,94.33,163868
tests/cp19/324.yaml,24.39,0.64,94.29,163684
tests/cp19/325.yaml,30.87,1.14,120.5,166760
tests/cp19/326.yaml,30.89,1.22,120.44,167076
tests/cp19/327.yaml,31.39,1.11,122.16,166924
tests/cp19/328.yaml,30.88,1.19,120.45,167072
tests/cp19/329.yaml,30.91,1.15,119.96,167048
tests/cp19/33.yaml,21.36,0.8,82.53,163628
tests/cp19/330.yaml,30.89,1.11,120.49,166992
tests/cp19/34.yaml,21.9,0.8,84.11,163704
tests/cp19/35.yaml,21.87,0.74,84.19,163644
tests/cp19/36.yaml,21.38,0.81,82.54,163476
tests/cp19/37.yaml,1.84,0.27,2.85,157264
tests/cp19/38.yaml,1.35,0.25,2.62,154776
tests/cp19/39.yaml,1.86,0.29,2.86,157112
tests/cp19/4.yaml,36.9,0.74,142.85,165568
tests/cp19/40.yaml,1.84,0.25,2.87,157252
tests/cp19/41.yaml,1.34,0.22,2.65,154632
tests/cp19/42.yaml,1.87,0.24,2.91,157124
tests/cp19/43.yaml,1.87,0.35,3.92,160268
tests/cp19/44.yaml,1.85,0.39,3.83,160244
tests/cp19/45.yaml,1.82,0.35,3.88,160604
tests/cp19/46.yaml,1.85,0.37,3.84,160196
tests/cp19/47.yaml,1.86,0.35,3.9,160516
tests/cp19/48.yaml,1.82,0.42,3.78,160240
tests/cp19/49.yaml,-1,-1,-1,-1
tests/cp19/5.yaml,36.38,0.7,141.83,165504
tests/cp19/50.yaml,-1,-1,-1,-1
tests/cp19/51.yaml,-1,-1,-1,-1
tests/cp19/52.yaml,-1,-1,-1,-1
tests/cp19/53.yaml,-1,-1,-1,-1
tests/cp19/54.yaml,-1,-1,-1,-1
tests/cp19/55.yaml,6.38,0.52,22.53,161524
tests/cp19/56.yaml,6.87,0.5,23.54,162636
tests/cp19/57.yaml,6.33,0.48,22.57,161356
tests/cp19/58.yaml,6.37,0.47,22.66,161336
tests/cp19/59.yaml,6.33,0.48,22.61,161196
tests/cp19/6.yaml,36.39,0.73,142.3,165652
tests/cp19/60.yaml,6.88,0.45,23.58,162980
tests/cp19/61.yaml,7.87,0.32,28.22,160696
tests/cp19/62.yaml,7.88,0.32,28.34,160204
tests/cp19/63.yaml,7.86,0.35,28.27,160164
tests/cp19/64.yaml,7.86,0.36,28.16,160236
tests/cp19/65.yaml,7.87,0.35,28.47,160404
tests/cp19/66.yaml,7.86,0.37,28.22,160608
tests/cp19/67.yaml,1.87,0.32,3.68,161140
tests/cp19/68.yaml,1.82,0.28,3.68,161008
tests/cp19/69.yaml,1.87,0.33,3.65,160800
tests/cp19/7.yaml,56.41,1.69,222.24,167888
tests/cp19/70.yaml,1.82,0.28,3.65,160616
tests/cp19/71.yaml,1.85,0.32,3.65,160572
tests/cp19/72.yaml,1.87,0.34,3.64,161144
tests/cp19/73.yaml,1.84,0.31,3.03,158244
tests/cp19/74.yaml,1.85,0.31,3.05,158448
tests/cp19/75.yaml,1.85,0.32,3.03,158140
tests/cp19/76.yaml,1.82,0.29,3.05,158460
tests/cp19/77.yaml,1.85,0.27,3.08,158300
tests/cp19/78.yaml,1.87,0.31,3.06,158204
tests/cp19/79.yaml,4.38,0.59,14.65,163804
tests/cp19/8.yaml,55.4,1.64,218.41,167872
tests/cp19/80.yaml,4.37,0.64,14.59,163880
tests/cp19/81.yaml,4.36,0.6,14.59,164016
tests/cp19/82.yaml,4.37,0.65,14.56,164060
tests/cp19/83.yaml,4.35,0.63,14.63,163832
tests/cp19/84.yaml,4.38,0.67,14.54,164056
tests/cp19/85.yaml,20.38,0.71,78.31,164556
tests/cp19/86.yaml,20.38,0.73,78.1,164664
tests/cp19/87.yaml,20.39,0.69,78.32,164500
tests/cp19/88.yaml,20.39,0.74,78.18,164340
tests/cp19/89.yaml,20.36,0.69,78.15,164388
tests/cp19/9.yaml,55.92,1.59,220.1,168272
tests/cp19/90.yaml,20.41,0.73,78.21,164528
tests/cp19/91.yaml,-1,-1,-1,-1
tests/cp19/92.yaml,-1,-1,-1,-1
tests/cp19/93.yaml,-1,-1,-1,-1
tests/cp19/94.yaml,-1,-1,-1,-1
tests/cp19/95.yaml,-1,-1,-1,-1
tests/cp19/96.yaml,-1,-1,-1,-1
tests/cp19/97.yaml,-1,-1,-1,-1
tests/cp19/98.yaml,-1,-1,-1,-1
tests/cp19/99.yaml,-1,-1,-1,-1
