name,fuzzies,base_eq,fuzzy_eq,fuzzy_neq,fuzzy_err,top_i
spider/manufactory_1/0011,16,-3,0,0,0,
spider/medicine_enzyme_interaction/0003,16,-3,0,0,0,
spider/customers_and_invoices/0010,16,-3,0,0,0,
spider/coffee_shop/0002,16,-3,0,0,0,
spider/restaurant_1/0003,16,-3,0,0,0,
spider/match_season/0019,16,-3,0,0,0,
spider/activity_1/0037,16,-3,0,0,0,
spider/tracking_share_transactions/0007,16,-3,0,0,0,
spider/department_store/0034,16,-3,0,0,0,
spider/decoration_competition/0001,16,-3,0,0,0,
spider/wedding/0008,16,-3,0,0,0,
spider/hospital_1/0025,16,-3,0,0,0,
spider/cre_Drama_Workshop_Groups/0035,16,-3,0,0,0,
spider/soccer_1/0008,16,-3,0,0,0,
spider/restaurant_1/0020,16,-3,0,0,0,
spider/race_track/0010,16,-3,0,0,0,
spider/customers_and_addresses/0034,16,-3,0,0,0,
spider/assets_maintenance/0025,16,-3,0,0,0,
spider/race_track/0018,16,-3,0,0,0,
spider/roller_coaster/0006,16,-3,0,0,0,
spider/news_report/0008,16,-3,0,0,0,
spider/twitter_1/0001,16,-3,0,0,0,
spider/soccer_2/0010,16,-3,0,0,0,
spider/network_2/0022,16,-3,0,0,0,
spider/election_representative/0001,16,-3,0,0,0,
spider/activity_1/0008,16,-3,0,0,0,
spider/tracking_share_transactions/0013,16,-3,0,0,0,
spider/products_gen_characteristics/0032,16,-3,0,0,0,
spider/college_2/0062,16,-3,0,0,0,
spider/department_store/0024,16,-3,0,0,0,
spider/train_station/0020,16,-3,0,0,0,
spider/swimming/0017,16,-3,0,0,0,
spider/local_govt_and_lot/0003,16,-3,0,0,0,
spider/customers_and_invoices/0017,16,-3,0,0,0,
spider/protein_institute/0011,16,-3,0,0,0,
spider/flight_1/0021,16,-3,0,0,0,
spider/manufactory_1/0022,16,-3,0,0,0,
spider/station_weather/0004,16,-3,0,0,0,
spider/tracking_software_problems/0013,16,-3,0,0,0,
spider/company_office/0019,16,-3,0,0,0,
spider/movie_1/0036,16,-3,0,0,0,
spider/e_learning/0017,16,-3,0,0,0,
spider/customers_and_products_contacts/0005,16,-3,0,0,0,
spider/college_3/0009,16,-3,0,0,0,
spider/workshop_paper/0012,16,-3,0,0,0,
spider/wedding/0011,16,-3,0,0,0,
spider/network_2/0039,16,-3,0,0,0,
spider/hospital_1/0013,16,-3,0,0,0,
spider/phone_market/0005,16,-3,0,0,0,
spider/solvency_ii/0013,16,-3,0,0,0,
spider/sports_competition/0013,16,-3,0,0,0,
spider/college_1/0021,16,-3,0,0,0,
spider/baseball_1/0041,16,-3,0,0,0,
spider/e_learning/0034,16,-3,0,0,0,
spider/flight_company/0019,16,-3,0,0,0,
spider/dorm_1/0017,16,-3,0,0,0,
