name,timeout,real,cpu,ram,process,status
55-tests/24,False,9.13443,8.84445,378144,0,0
55-tests/23,False,9.13628,8.42595,383644,0,0
55-tests/20,False,9.23036,8.22686,401752,0,0
55-tests/8,False,9.98163,9.16778,372960,0,0
55-tests/12,False,10.0539,9.24556,389204,0,2
55-tests/14,False,12.1301,11.0281,387876,0,2
55-tests/44,False,13.0114,12.0172,386128,0,0
55-tests/10,False,13.9535,12.7197,430560,0,2
55-tests/4,False,15.1932,13.8408,391560,0,0
55-tests/1,False,15.8406,14.6245,377376,0,0
55-tests/21,False,9.24369,12.7256,398304,0,0
55-tests/37,False,7.48185,12.4548,422520,0,0
55-tests/36,False,12.9387,17.1869,401916,0,0
55-tests/39,False,8.01453,12.4595,397144,0,0
55-tests/6,False,14.1375,18.7378,431716,0,0
55-tests/29,False,21.4495,25.7356,410740,0,0
55-tests/11,False,5.06208,9.63092,415148,0,0
55-tests/54,False,13.1139,18.2087,435272,0,0
55-tests/7,False,6.5908,11.5607,425972,0,0
55-tests/55,False,33.082,36.8322,439996,0,0
55-tests/5,False,10.6782,15.6497,414848,0,2
55-tests/35,False,51.866,50.3897,392396,0,0
55-tests/28,False,8.06465,13.179,426724,0,0
55-tests/48,False,12.0344,17.0506,426804,0,0
55-tests/13,False,5.16733,10.1706,392008,0,0
55-tests/32,False,20.0208,24.4063,433780,0,0
55-tests/3,False,73.4259,75.7991,390676,0,2
55-tests/30,False,85.3049,88.107,441668,0,0
55-tests/45,False,11.414,16.1479,386108,0,0
55-tests/26,False,30.5972,35.3133,411144,0,0
55-tests/53,False,93.2081,96.377,429408,0,0
55-tests/40,False,120.306,117.569,395768,0,0
55-tests/41,False,16.5132,21.7935,434848,0,0
55-tests/18,False,152.263,151.998,439960,0,0
55-tests/52,False,152.839,154.601,414536,0,0
55-tests/19,False,8.68859,13.3902,410556,0,0
55-tests/15,False,9.80889,14.5223,398892,0,2
55-tests/2,False,66.6736,71.2873,430844,0,0
55-tests/31,False,7.61343,12.2692,416364,0,0
55-tests/50,False,9.95914,15.1435,400760,0,0
55-tests/42,False,88.3567,92.1438,431048,0,0
55-tests/16,False,217.955,213.728,417592,0,0
55-tests/49,False,120.564,124.485,440220,0,0
55-tests/51,False,231.353,234.675,423032,0,0
55-tests/17,False,191.354,195.71,419776,0,0
55-tests/27,True,600.046,596.717,451224,,
55-tests/43,True,600.034,596.603,472584,,
55-tests/46,True,600.047,597.556,462540,,
55-tests/38,True,600.036,602.539,451764,,
55-tests/33,False,556.277,560.659,463472,0,2
55-tests/25,True,600.024,604.349,514996,,
55-tests/47,True,600.05,604.18,649960,,
55-tests/34,True,600.04,604.831,432852,,
55-tests/22,True,600.048,604.691,463932,,
55-tests/9,True,600.079,604.994,460436,,
