name,timeout,real,cpu,ram,status
55-tests/12,False,3.56808,3.84987,166560,1
55-tests/37,False,5.72193,6.25874,175072,0
55-tests/23,False,6.07746,6.37848,166044,0
55-tests/20,False,3.15655,7.68937,181920,0
55-tests/5,False,11.3285,11.332,169480,1
55-tests/11,False,11.7477,11.8591,167892,0
55-tests/10,False,7.26846,12.6101,176696,1
55-tests/7,False,2.69279,7.55501,166900,0
55-tests/14,False,38.4563,43.3276,171052,1
55-tests/4,False,65.1126,69.9502,197212,0
55-tests/36,False,19.6935,24.8457,188804,0
55-tests/19,False,3.02615,7.70879,185436,0
55-tests/13,False,2.92128,7.89241,179160,0
55-tests/48,False,79.5159,80.1915,171004,0
55-tests/2,False,23.2645,28.4504,178588,0
55-tests/52,False,102.397,102.114,184260,1
55-tests/51,False,170.326,174.36,196040,0
55-tests/55,False,200.113,199.771,174712,0
55-tests/26,False,196.811,201.497,186764,0
55-tests/21,False,11.1525,15.8938,178436,0
55-tests/6,False,249.259,248.963,188128,0
55-tests/29,False,75.0375,79.7174,194244,0
55-tests/41,False,108.778,113.365,178076,0
55-tests/30,False,346.709,346.693,182128,0
55-tests/28,False,9.92532,14.5674,165580,0
55-tests/1,False,28.5111,33.0078,180100,0
55-tests/50,False,9.00042,14.0334,177512,0
55-tests/3,False,175.962,180.322,191136,0
55-tests/40,False,387.529,391.739,200772,0
55-tests/39,False,6.16253,10.3933,184020,0
55-tests/46,True,600.049,600.809,212024,
55-tests/9,True,600.047,599.367,212704,
55-tests/43,True,600.064,599.873,190564,
55-tests/16,True,600.051,599.511,184992,
55-tests/25,True,600.03,599.799,227620,
55-tests/34,True,600.02,599.648,206960,
55-tests/24,False,3.81886,5.47033,171624,0
55-tests/8,False,3.91402,5.7233,164532,0
55-tests/15,False,8.31008,9.24551,164648,1
55-tests/17,True,600.026,603.402,219876,
55-tests/35,False,7.82734,12.6784,190768,0
55-tests/31,False,20.1047,24.1107,176676,0
55-tests/44,False,39.2228,40.5624,167996,0
55-tests/49,True,600.02,602.394,222360,
55-tests/47,True,600.027,604.605,205524,
55-tests/42,False,261.021,265.149,205240,0
55-tests/38,True,600.039,604.15,224192,
55-tests/32,False,431.763,435.818,220056,0
55-tests/22,True,600.017,603.448,216416,
55-tests/33,True,600.025,604.229,212184,
55-tests/45,True,600.022,603.864,240832,
55-tests/53,True,600.044,604.184,235932,
55-tests/54,True,600.02,600.963,226820,
55-tests/27,True,600.032,601.056,217248,
55-tests/18,True,600.043,604.032,227892,
