name,timeout,real,cpu,ram,process,status
55-tests/1,False,9.49392,45.0255,1583716,0,0
55-tests/12,False,7.77997,46.352,1561876,0,2
55-tests/24,False,6.74695,39.9196,1631740,1,0
55-tests/46,True,600.069,4181.34,3207408,,
55-tests/43,True,600.052,4194.32,2478024,,
55-tests/14,False,9.31401,57.136,1832804,5,2
55-tests/27,False,40.1651,260.964,1720240,3,0
55-tests/23,False,7.41858,43.5024,1833556,1,0
55-tests/4,False,9.82133,62.2045,1561120,0,0
55-tests/20,False,7.03904,39.8754,1826184,2,0
55-tests/8,False,7.78931,47.0624,1676344,4,0
55-tests/44,False,7.6743,42.1835,1490932,1,0
55-tests/40,False,43.3842,295.503,1809164,0,0
55-tests/35,False,28.4293,190.309,1778752,0,0
55-tests/10,False,10.3643,63.9766,1610860,7,2
55-tests/21,False,7.31229,43.2738,1767340,3,0
55-tests/16,False,37.4151,253.078,1661492,4,0
55-tests/18,False,95.3482,661.192,1844928,2,0
55-tests/3,False,26.387,166.83,1594104,0,0
55-tests/29,False,18.9314,124.314,1878472,1,0
55-tests/52,False,140.911,979.78,2294680,1,0
55-tests/37,False,4.92556,25.6756,1701244,2,0
55-tests/36,False,6.84549,39.8233,1521140,2,0
55-tests/6,False,12.398,77.9445,1518264,5,0
55-tests/55,False,29.3044,198.902,2659976,1,0
55-tests/39,False,7.36852,43.4377,1831548,1,0
55-tests/30,False,80.366,551.34,1697996,5,0
55-tests/53,False,214.616,1483.79,2049396,3,0
55-tests/54,False,12.807,71.7516,1759236,0,0
55-tests/25,False,82.9409,572.655,1974460,5,2
55-tests/11,False,6.35376,24.7018,1771844,4,0
55-tests/7,False,5.90965,33.1855,1713304,4,0
55-tests/5,False,9.94308,60.8788,1580756,5,2
55-tests/51,False,129.569,898.263,1688276,0,2
55-tests/32,False,20.4964,124.026,1680852,5,0
55-tests/48,False,10.3315,63.9488,1578344,7,0
55-tests/28,False,7.33331,43.6549,1782888,1,0
55-tests/38,True,600.049,4192.99,2474864,,
55-tests/13,False,5.8365,23.0671,1692244,2,0
55-tests/33,False,248.279,1728.7,1873516,0,2
55-tests/47,False,519.656,3627.47,5131788,4,0
55-tests/26,False,31.2032,198.362,2803332,1,0
55-tests/45,False,7.35682,42.5285,1610480,3,0
55-tests/42,False,11.0913,68.549,1840356,5,0
55-tests/2,False,61.6532,422.401,1892980,2,0
55-tests/41,False,17.8633,107.2,2268176,1,0
55-tests/17,False,188.0,1308.05,2230184,4,0
55-tests/34,True,600.053,4180.25,1981428,,
55-tests/49,False,115.199,786.807,1791948,4,0
55-tests/19,False,7.79548,39.8879,1533280,1,0
55-tests/15,False,9.75294,57.6394,1643868,7,2
55-tests/31,False,7.50771,43.2843,1782240,1,0
55-tests/22,True,600.054,4186.11,2253636,,
55-tests/50,False,10.0106,50.682,1616272,1,0
55-tests/9,True,600.057,4193.3,2493480,,
