name,timeout,real,cpu,ram,status
55-tests/12,False,3.66713,3.92366,178236,1
55-tests/37,False,6.11074,6.50705,178572,0
55-tests/23,False,6.17674,6.32121,171616,0
55-tests/20,False,3.1963,8.24243,184352,0
55-tests/11,False,10.8649,11.1076,179880,0
55-tests/5,False,11.2246,12.1517,161208,1
55-tests/10,False,6.705,10.3465,191752,1
55-tests/7,False,2.95451,7.42947,165184,0
55-tests/14,False,31.1032,35.9243,187264,1
55-tests/36,False,20.6648,25.2822,189188,0
55-tests/4,False,67.0232,71.5395,177252,0
55-tests/19,False,2.94648,7.71797,195288,0
55-tests/48,False,78.3742,77.9114,173428,0
55-tests/13,False,2.82684,7.51915,167572,0
55-tests/2,False,23.2427,27.9477,196248,0
55-tests/17,False,104.801,109.408,198188,0
55-tests/51,False,118.001,121.367,178700,0
55-tests/29,False,73.7713,78.9594,195660,0
55-tests/55,False,198.863,199.446,183532,0
55-tests/26,False,198.532,203.481,194452,0
55-tests/21,False,11.0426,15.9305,185860,0
55-tests/6,False,254.368,253.773,190188,0
55-tests/52,False,326.414,326.547,189228,0
55-tests/41,False,117.842,122.287,175892,0
55-tests/28,False,13.205,17.9744,173848,0
55-tests/30,False,342.724,341.823,190128,0
55-tests/50,False,10.3937,15.2712,187164,0
55-tests/1,False,29.391,33.4447,173040,0
55-tests/3,False,196.123,200.725,186604,1
55-tests/39,False,6.68441,11.1728,178016,0
55-tests/40,False,387.777,392.317,212100,0
55-tests/44,False,37.2137,41.7692,182324,0
55-tests/24,False,3.98708,8.8874,183496,0
55-tests/34,True,600.017,599.066,205968,
55-tests/46,True,600.029,599.862,222044,
55-tests/43,True,600.043,598.961,199924,
55-tests/25,True,600.034,599.517,242704,
55-tests/9,True,600.031,599.236,220968,
55-tests/16,True,600.025,598.705,206956,
55-tests/8,False,3.70628,4.98618,174160,0
55-tests/35,False,8.42787,10.0076,169100,0
55-tests/15,False,8.35185,9.62827,160860,1
55-tests/42,False,255.256,259.497,191072,0
55-tests/31,False,20.6886,22.8149,161768,0
55-tests/27,False,127.662,132.006,202680,0
55-tests/49,True,600.024,603.153,227904,
55-tests/47,True,600.026,605.485,207528,
55-tests/38,True,600.047,603.52,212524,
55-tests/32,False,421.14,425.234,186412,0
55-tests/22,True,600.04,603.913,237656,
55-tests/33,True,600.029,603.428,211536,
55-tests/45,True,600.021,604.258,231760,
55-tests/53,True,600.05,604.31,238480,
55-tests/54,True,600.02,601.606,216056,
55-tests/18,True,600.035,601.668,220192,
